date,price,lprice,cpi
1991-02-04,2.748493313521546,1.0110528755419408,134.6
1991-02-11,2.6688618127786037,0.9816520941770387,134.6
1991-02-18,2.6012956909361074,0.956009663563701,134.6
1991-02-25,2.543381872213968,0.9334946411960663,134.6
1991-03-04,2.4697329376854595,0.9041100223996875,134.8
1991-03-11,2.517922848664688,0.9234342952260903,134.8
1991-03-18,2.5131038575667652,0.9215185858279515,134.8
1991-03-25,2.522741839762611,0.9253463416977159,134.8
1991-04-01,2.5310340740740744,0.9286279441646117,135.0
1991-04-08,2.5647170370370374,0.9418481555927464,135.0
1991-04-15,2.571934814814815,0.9446584618920016,135.0
1991-04-22,2.6224592592592595,0.9641125260901459,135.0
1991-04-29,2.6561422222222224,0.9768747777039971,135.0
1991-05-06,2.6738343195266276,0.9835135169720671,135.2
1991-05-13,2.6930532544378702,0.9906755887686822,135.2
1991-05-20,2.712272189349113,0.9977867298461843,135.2
1991-05-27,2.738698224852071,1.0074827070850634,135.2
1991-06-03,2.725828908554572,1.0027725684853668,135.6
1991-06-10,2.7186430678466076,1.0001328837145937,135.6
1991-06-17,2.6970855457227136,0.9921717624987263,135.6
1991-06-24,2.668342182890856,0.9814573742863201,135.6
1991-07-01,2.6366117647058824,0.9694946704063745,136.0
1991-07-08,2.6222823529411765,0.9640450656388098,136.0
1991-07-15,2.612729411764706,0.9603954265512604,136.0
1991-07-22,2.605564705882353,0.9576494294024046,136.0
1991-07-29,2.605564705882353,0.9576494294024046,136.0
1991-08-05,2.62081644640235,0.9634858899935953,136.2
1991-08-12,2.651817914831131,0.9752454104005017,136.2
1991-08-19,2.680434654919237,0.9859789660436105,136.2
1991-08-26,2.680434654919237,0.9859789660436105,136.2
1991-09-02,2.679718887262079,0.9857118962084724,136.6
1991-09-09,2.6630746705710107,0.9794813464578366,136.6
1991-09-16,2.6392972181551984,0.9705126764750762,136.6
1991-09-23,2.6083865300146414,0.9587318424439264,136.6
1991-09-30,2.5964978038067357,0.9541635384735467,136.6
1991-10-07,2.578040816326531,0.9470297369465616,137.2
1991-10-14,2.566204081632654,0.9424277960131928,137.2
1991-10-21,2.575673469387756,0.9461110414294892,137.2
1991-10-28,2.582775510204082,0.9488645998466719,137.2
1991-11-04,2.5790160116448324,0.9474079353502076,137.4
1991-11-11,2.605018922852984,0.9574399392299967,137.4
1991-11-18,2.60974672489083,0.9592531763541776,137.4
1991-11-25,2.5979272197962153,0.9547139039207582,137.4
1991-12-02,2.590386066763425,0.951806925129449,137.8
1991-12-09,2.5715297532656023,0.9445009565588984,137.8
1991-12-16,2.5338171262699563,0.9297269112875908,137.8
1991-12-23,2.505532656023222,0.9185013490677756,137.8
1991-12-30,2.481962264150943,0.909049482859803,137.8
1992-01-06,2.454253807106599,0.897822766819442,137.9
1992-01-13,2.416568527918782,0.8823485702368447,137.9
1992-01-20,2.3883045685279187,0.8705837286572582,137.9
1992-01-27,2.36946192893401,0.8626628951658142,137.9
1992-02-03,2.3401593048515568,0.8502190060487321,138.1
1992-02-10,2.3613265749456915,0.8592235691418139,138.1
1992-02-17,2.3777900072411295,0.8661714879106108,138.1
1992-02-24,2.3848457639391745,0.8691344530412679,138.1
1992-03-02,2.3715555555555556,0.8635460923969939,138.6
1992-03-09,2.3738989898989895,0.8645337467982662,138.6
1992-03-16,2.366868686868687,0.8615678523848882,138.6
1992-03-23,2.378585858585858,0.8665061340254705,138.6
1992-03-30,2.3738989898989895,0.8645337467982662,138.6
1992-04-06,2.392281407035176,0.8722474742503407,139.3
1992-04-13,2.450572864321608,0.8963218193965768,139.3
1992-04-20,2.466894472361809,0.9029600609378705,139.3
1992-04-27,2.499537688442211,0.9161057901503731,139.3
1992-05-04,2.5355354838709676,0.9304048509769259,139.5
1992-05-11,2.565803584229391,0.9422717177568254,139.5
1992-05-18,2.603056630824373,0.9566863817590101,139.5
1992-05-25,2.6077132616487457,0.9584736923331059,139.5
1992-06-01,2.6225798138869005,0.9641584951004739,139.7
1992-06-08,2.657454545454546,0.9773687268372806,139.7
1992-06-15,2.676054402290623,0.9843434717643526,139.7
1992-06-22,2.6807043664996426,0.9860795833115289,139.7
1992-06-29,2.6714044380816038,0.9826043408912255,139.7
1992-07-06,2.6572439372325256,0.9772894718342671,140.2
1992-07-13,2.638710413694722,0.9702903181520783,140.2
1992-07-20,2.6224935805991443,0.9641256134680244,140.2
1992-07-27,2.6132268188302428,0.9605857867629004,140.2
1992-08-03,2.6030234875444838,0.956673649231221,140.5
1992-08-10,2.596088256227758,0.9540057952700286,140.5
1992-08-17,2.5799060498220645,0.9477529834728418,140.5
1992-08-24,2.596088256227758,0.9540057952700286,140.5
1992-08-31,2.591464768683274,0.9522232636037453,140.5
1992-09-07,2.5841078779276083,0.9493803334729113,140.9
1992-09-14,2.591023420865863,0.952052940854388,140.9
1992-09-21,2.5887182398864446,0.9511628651391946,140.9
1992-09-28,2.5771923349893546,0.946700564115796,140.9
1992-10-05,2.5630007077140835,0.9411787235091232,141.3
1992-10-12,2.5630007077140835,0.9411787235091232,141.3
1992-10-19,2.558403397027601,0.9393833908904489,141.3
1992-10-26,2.558403397027601,0.9393833908904489,141.3
1992-11-02,2.5654160789844855,0.942120679496499,141.8
1992-11-09,2.5654160789844855,0.942120679496499,141.8
1992-11-16,2.5470916784203106,0.9349521900178865,141.8
1992-11-23,2.5333483779971795,0.929541897289639,141.8
1992-11-30,2.5150239774330045,0.9222823372768347,141.8
1992-12-07,2.4908957746478873,0.9126423946370855,142.0
1992-12-14,2.4657352112676056,0.9024900231730676,142.0
1992-12-21,2.456585915492958,0.8987725467729352,142.0
1992-12-28,2.4451492957746477,0.8941061827291702,142.0
1993-01-04,2.4377167019027484,0.8910618232829143,141.9
1993-01-11,2.4400056377730794,0.8920003498651786,141.9
1993-01-18,2.428560958421423,0.8872988837533718,141.9
1993-01-25,2.414827343199436,0.8816277910495556,141.9
1993-02-01,2.4029733520336607,0.8767068672353572,142.6
1993-02-08,2.418917251051894,0.8833200231270746,142.6
1993-02-15,2.3984179523141655,0.8748093334591658,142.6
1993-02-22,2.38475175315568,0.869095032195727,142.6
1993-03-01,2.3650705800139766,0.860807865056293,143.1
1993-03-08,2.3786890286512934,0.8665495076239683,143.1
1993-03-15,2.401386443046821,0.8760462551612256,143.1
1993-03-22,2.396846960167715,0.8741541070091875,143.1
1993-03-29,2.3991167016072676,0.8751006286132182,143.1
1993-04-05,2.4156434540389973,0.8819656922114022,143.6
1993-04-12,2.4405236768802228,0.8922126379493966,143.6
1993-04-19,2.4405236768802228,0.8922126379493966,143.6
1993-04-26,2.456356545961003,0.8986791731851429,143.6
1993-05-03,2.4495333333333336,0.895897530223266,144.0
1993-05-10,2.4743444444444442,0.9059754900046154,144.0
1993-05-17,2.4946444444444444,0.9141462118116653,144.0
1993-05-24,2.4946444444444444,0.9141462118116653,144.0
1993-05-31,2.4969,0.9150499624380222,144.0
1993-06-07,2.486679611650486,0.9109483312915779,144.2
1993-06-14,2.4799223300970876,0.9082272411772172,144.2
1993-06-21,2.4664077669902915,0.9027627467051385,144.2
1993-06-28,2.4528932038834954,0.8972682273874977,144.2
1993-07-05,2.442747922437673,0.8931236033405408,144.4
1993-07-12,2.431501385041551,0.8885089204858682,144.4
1993-07-19,2.4180055401662046,0.882943043408423,144.4
1993-07-26,2.4045096952908582,0.877346013871705,144.4
1993-08-02,2.388764542936288,0.870776304648544,144.4
1993-08-09,2.384265927977839,0.8688912899527728,144.4
1993-08-16,2.382016620498615,0.8679474484480664,144.4
1993-08-23,2.395512465373961,0.8735971809901852,144.4
1993-08-30,2.388764542936288,0.870776304648544,144.4
1993-09-06,2.3664640883977897,0.8613968952639366,144.8
1993-09-13,2.357491712707182,0.8575982202307209,144.8
1993-09-20,2.3440331491712705,0.8518730137526811,144.8
1993-09-27,2.3485193370165742,0.8537850602243066,144.8
1993-10-04,2.4443942108890426,0.8937973257200943,145.1
1993-10-11,2.439917298414887,0.8919641446384333,145.1
1993-10-18,2.4466326671261203,0.8947126575917824,145.1
1993-10-25,2.4443942108890426,0.8937973257200943,145.1
1993-11-01,2.4164941660947155,0.8823177981038183,145.7
1993-11-08,2.396431022649279,0.8739805566659897,145.7
1993-11-15,2.3719094028826357,0.8636952860058165,145.7
1993-11-22,2.3585339739190117,0.8580402285224714,145.7
1993-11-29,2.3429293067947836,0.8514019869811777,145.7
1993-12-06,2.307906721536351,0.8363409325502564,145.8
1993-12-13,2.2678079561042526,0.8188137068412962,145.8
1993-12-20,2.23439231824417,0.8039692976927635,145.8
1993-12-27,2.2254814814814816,0.7999732883793816,145.8
1994-01-03,2.2098875171467762,0.7929416170157008,145.8
1994-01-10,2.216570644718793,0.7959612468894208,145.8
1994-01-17,2.2299368998628255,0.8019732890460485,145.8
1994-01-24,2.2254814814814816,0.7999732883793816,145.8
1994-01-31,2.238847736625514,0.8059613302240041,145.8
1994-02-07,2.2371655266757866,0.80520967470827,146.2
1994-02-14,2.2571600547195625,0.814107410128135,146.2
1994-02-21,2.241608755129959,0.8071938023433166,146.2
1994-02-28,2.2305006839945283,0.8022260822413824,146.2
1994-03-07,2.2295405589638717,0.801795536875012,146.7
1994-03-14,2.225112474437628,0.799807464649626,146.7
1994-03-21,2.2295405589638717,0.801795536875012,146.7
1994-03-28,2.240610770279482,0.8067484940038607,146.7
1994-04-04,2.2307934782608694,0.8023573420310813,147.2
1994-04-11,2.268304347826087,0.8190325690257205,147.2
1994-04-18,2.2793369565217394,0.8238845921302487,147.2
1994-04-25,2.288163043478261,0.8277493312401373,147.2
1994-05-02,2.291668928086839,0.8292803416855682,147.4
1994-05-09,2.302686567164179,0.834076513949061,147.4
1994-05-16,2.3048900949796476,0.835032994175018,147.4
1994-05-23,2.31370420624152,0.8388497927017188,147.4
1994-05-30,2.3269253731343285,0.8445478138163565,147.4
1994-06-06,2.345166101694915,0.8523562316690367,147.5
1994-06-13,2.3627823728813557,0.8598398961562097,147.5
1994-06-20,2.3759945762711863,0.8654161187836459,147.5
1994-06-27,2.4112271186440677,0.8801357957761125,147.5
1994-07-04,2.4074702702702706,0.8785765158165012,148.0
1994-07-11,2.420637837837838,0.8840310747947733,148.0
1994-07-18,2.4338054054054057,0.8894560428916379,148.0
1994-07-25,2.4447783783783787,0.8939544760285002,148.0
1994-08-01,2.473207547169811,0.905515910278492,148.4
1994-08-08,2.5323018867924527,0.9291287257657823,148.4
1994-08-15,2.541056603773585,0.9325799802699973,148.4
1994-08-22,2.549811320754717,0.9360193645719067,148.4
1994-08-29,2.541056603773585,0.9325799802699973,148.4
1994-09-05,2.5199248322147647,0.9242290725922493,149.0
1994-09-12,2.506845637583892,0.9190252447172222,149.0
1994-09-19,2.4850469798657713,0.9102915647484676,149.0
1994-09-26,2.461068456375839,0.9005955875095887,149.0
1994-10-03,2.434912985274431,0.8899110208958092,149.4
1994-10-10,2.421868808567604,0.8845394770938982,149.4
1994-10-17,2.404476572958501,0.8773322386889492,149.4
1994-10-24,2.4066506024096386,0.8782359893153058,149.4
1994-10-31,2.4370870147255688,0.8908034796788288,149.4
1994-11-07,2.4398020066889634,0.8919168912130879,149.5
1994-11-14,2.4376294314381273,0.8910260225572865,149.5
1994-11-21,2.418076254180602,0.8829722877501895,149.5
1994-11-28,2.400695652173913,0.8757585504264979,149.5
1994-12-05,2.393148964595859,0.8726100571333057,149.7
1994-12-12,2.375791583166333,0.8653306801304045,149.7
1994-12-19,2.358434201736807,0.8579979250010127,149.7
1994-12-26,2.3367374749499,0.8487557150361918,149.7
1995-01-02,2.3410768203072814,0.8506110031379379,149.7
1995-01-09,2.356264529058117,0.8570775383736842,149.7
1995-01-16,2.338907147628591,0.8496837893487458,149.7
1995-01-23,2.3497555110220443,0.8543112848807939,149.7
1995-01-30,2.3497555110220443,0.8543112848807939,149.7
1995-02-06,2.3252481703260144,0.8438267732681867,150.3
1995-02-13,2.320926147704591,0.841966307615267,150.3
1995-02-20,2.3057990685296073,0.8354272838482103,150.3
1995-02-27,2.318765136393879,0.8410347751771554,150.3
1995-03-06,2.316002650762094,0.8398427042533123,150.9
1995-03-13,2.300935719019218,0.8333158745566278,150.9
1995-03-20,2.2987833001988074,0.8323799830517229,150.9
1995-03-27,2.313850231941683,0.8389129040933457,150.9
1995-04-03,2.3319524438573316,0.8467058754232469,151.4
1995-04-10,2.3662774108322324,0.8613180075555399,151.4
1995-04-17,2.3963117569352708,0.8739307873712381,151.4
1995-04-24,2.441363276089828,0.8925566029883135,151.4
1995-05-01,2.4547096774193546,0.8980084965831703,151.9
1995-05-08,2.4996129032258065,0.9161358811757271,151.9
1995-05-15,2.5209953917050694,0.9246538202410297,151.9
1995-05-22,2.559483870967742,0.9398056252616319,151.9
1995-05-29,2.5637603686635946,0.941475074731173,151.9
1995-06-05,2.5587069645203684,0.9395020389053148,152.2
1995-06-12,2.5523048620236533,0.9369968183883775,152.2
1995-06-19,2.5373666228646523,0.9311267805685824,152.2
1995-06-26,2.522428383705651,0.925222081843844,152.2
1995-07-03,2.5025573770491802,0.9173131598361788,152.5
1995-07-10,2.4812590163934427,0.9087660992577204,152.5
1995-07-17,2.4557009836065573,0.8984122535269785,152.5
1995-07-24,2.436532459016393,0.8905759051976626,152.5
1995-07-31,2.410974426229508,0.8800309920210477,152.5
1995-08-07,2.4003252459016395,0.8756042472976959,152.5
1995-08-14,2.3960655737704917,0.87382804789644,152.5
1995-08-21,2.3939357377049184,0.8729387637115561,152.5
1995-08-28,2.3790268852459016,0.8666915323271202,152.5
1995-09-04,2.364306082406802,0.8604845676459141,152.9
1995-09-11,2.360057553956835,0.8586860060099993,152.9
1995-09-18,2.3579332897318515,0.8577855106767492,152.9
1995-09-25,2.3558090255068675,0.8568842037207364,152.9
1995-10-02,2.342715404699739,0.8513106859507482,153.2
1995-10-09,2.3257545691906008,0.8440445322741252,153.2
1995-10-16,2.3045535248041777,0.8348869591201045,153.2
1995-10-23,2.2875926892950393,0.8275000372570297,153.2
1995-10-30,2.2642715404699745,0.8172530915190354,153.2
1995-11-06,2.250566037735849,0.8111817569043612,153.7
1995-11-13,2.2463396226415098,0.8093020571027837,153.7
1995-11-20,2.2400000000000007,0.8064758658669487,153.7
